instID,church_type,instName,language,instNote,placeName,region,county_orig,county_reg,city_orig,city_reg,state_orig,state_reg,latitude,longitude,attendingInstID,attendingChurch,attendingChurchFrequency,persID,persTitle,persName,persSuffix,persRole,persNote,memberType,member,affiliated,order,year,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,attendingPersID,attendingChurchNote,diocese,diocese_reg
﻿lou.ky.0083,﻿station,﻿St. John's,English,,,,﻿Bullitt County,﻿Bullitt County,,,﻿KY,,,,,﻿attended by Rev. J. Haseltine,,﻿jos_haseltine_901,﻿Rev.,﻿J. Haseltine,,,,,,,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0083,﻿station,﻿St. John's,English,,,,﻿Bullitt County,﻿Bullitt County,,,﻿KY,,,,,﻿attended by Rev. J. Haseltine,,﻿jos_haseltine_901,﻿Rev.,﻿J. Haseltine,,,,,,,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0016,﻿church,﻿St. Louis,English,,,,﻿Jefferson County,﻿Jefferson County,﻿Louisville,﻿Louisville,﻿KY,﻿KY,38.236908,-85.763639,,,,﻿ign_a_reynolds_901,﻿Rev.,﻿Ignatius A. Reynolds,,﻿Pastor,,,,,,1839,,﻿https://www.stlb.org/,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0016,﻿church,﻿St. Louis,English,,,,﻿Jefferson County,﻿Jefferson County,﻿Louisville,﻿Louisville,﻿KY,,38.236908,-85.763639,,,,﻿g_w_hayden_901,﻿Rev.,﻿George W. Hayden,,﻿Assistant,,,,,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0016,﻿church,﻿St. Louis,English,,,,﻿Jefferson County,﻿Jefferson County,﻿Louisville,﻿Louisville,﻿KY,,38.236908,-85.763639,,,,﻿joh_w_mcgill_001,﻿Rev.,﻿John W. McGill,,﻿Assistant,,,,,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0002,﻿church,﻿German Church,﻿german,,,,,,﻿Louisville,,﻿KY,,,,,,,﻿j_stahlschmidt_901,﻿Rev.,﻿J. Stahlschmidt,,,,,,,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.9004,﻿church,﻿St. Clare's,English,,,,﻿Hardin County,,﻿Elizabethtown,,﻿KY,,37.699955,-85.873355,,,,﻿fra_chambige_001,﻿Rev.,﻿Francis Chambige,,,,,,,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.9037,﻿church,﻿St. Patrick's,English,,,,﻿Hardin County,,,,﻿KY,,,,,,,﻿fra_chambige_001,﻿Rev.,﻿Francis Chambige,,,,,,,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0082,﻿church,﻿St. John Baptist,English,,,,﻿Hardin County,,,,﻿KY,,,,,,,﻿fra_chambige_001,﻿Rev.,﻿Francis Chambige,,,,,,,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0082,﻿station,﻿St. John Baptist,English,,,,﻿Hardin County,,,,﻿KY,,,,,﻿attended by Rev. Francis Chambige,,﻿fra_chambige_001,﻿Rev.,﻿Francis Chambige,,,,,,,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0082,﻿station,﻿St. John Baptist,English,,,,﻿Hardin County,,,,﻿KY,,,,,﻿attended by Rev. Francis Chambige,,﻿fra_chambige_001,﻿Rev.,﻿Francis Chambige,,,,,,,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0082,﻿station,﻿St. John Baptist,English,,,,﻿Hardin County,,,,﻿KY,,,,,﻿attended by Rev. Francis Chambige,,﻿fra_chambige_001,﻿Rev.,﻿Francis Chambige,,,,,,,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.9017,﻿church,﻿St. Paul's,English,,,,﻿Grayson County,,,,﻿KY,,,,,,,﻿aug_degauquier_001,﻿Rev.,﻿A. Degauquier,,,,,,,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0064,﻿church,﻿St. Benedict's,English,,,,﻿Grayson County,,,,﻿KY,,,,,,,﻿aug_degauquier_001,﻿Rev.,﻿A. Degauquier,,,,,,,,1839,,﻿https://www.findagrave.com/cemetery/468436/saint-benedict-cemetery,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0022,﻿church,﻿St. Augustine's,English,,,,﻿Grayson County,,,,﻿KY,,,,,,,﻿aug_degauquier_001,﻿Rev.,﻿A. Degauquier,,,,,,,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0054,﻿church,﻿St. Anthony's,English,,,,﻿Breckenridge County,,,,﻿KY,,,,,,,﻿aug_degauquier_001,﻿Rev.,﻿A. Degauquier,,,,,,,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0054,﻿station,﻿St. Anthony's,English,,,,﻿Breckenridge County,,,,﻿KY,,,,,﻿visited by Rev. A. Degauquier,,﻿aug_degauquier_001,﻿Rev.,﻿A. Degauquier,,,,,,,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0054,﻿station,﻿St. Anthony's,English,,,,﻿Breckenridge County,,,,﻿KY,,,,,﻿visited by Rev. A. Degauquier,,﻿aug_degauquier_001,﻿Rev.,﻿A. Degauquier,,,,,,,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0054,﻿station,﻿St. Anthony's,English,,,,﻿Breckenridge County,,,,﻿KY,,,,,﻿visited by Rev. A. Degauquier,,﻿aug_degauquier_001,﻿Rev.,﻿A. Degauquier,,,,,,,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0054,﻿station,﻿St. Anthony's,English,,,,﻿Breckenridge County,,,,﻿KY,,,,,﻿visited by Rev. A. Degauquier,,﻿aug_degauquier_001,﻿Rev.,﻿A. Degauquier,,,,,,,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0054,﻿station,﻿St. Anthony's,English,,,,﻿Breckenridge County,,,,﻿KY,,,,,﻿visited by Rev. A. Degauquier,,﻿aug_degauquier_001,﻿Rev.,﻿A. Degauquier,,,,,,,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0054,﻿station,﻿St. Anthony's,English,,,,﻿Breckenridge County,,,,﻿KY,,,,,﻿visited by Rev. A. Degauquier,,﻿aug_degauquier_001,﻿Rev.,﻿A. Degauquier,,,,,,,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0039,﻿church,﻿St. Theresa's,English,,,,﻿Meade County,,,,﻿KY,,,,,,,﻿cha_i_coomes_001,﻿Rev.,﻿Charles Coomes,,,,,,,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0039,﻿station,﻿St. Theresa's,English,,,,﻿Meade County,,,,﻿KY,,,,,﻿visited by Rev. Charles Coomes,,﻿cha_i_coomes_001,﻿Rev.,﻿Charles Coomes,,,,,,,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0039,﻿station,﻿St. Theresa's,English,,,,﻿Meade County,,,,﻿KY,,,,,﻿visited by Rev. Charles Coomes,,﻿cha_i_coomes_001,﻿Rev.,﻿Charles Coomes,,,,,,,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0039,﻿station,﻿St. Theresa's,English,,,,﻿Meade County,,,,﻿KY,,,,,﻿visited by Rev. Charles Coomes,,﻿cha_i_coomes_001,﻿Rev.,﻿Charles Coomes,,,,,,,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0039,﻿station,﻿St. Theresa's,English,,,,﻿Meade County,,,,﻿KY,,,,,﻿visited by Rev. Charles Coomes,,﻿cha_i_coomes_001,﻿Rev.,﻿Charles Coomes,,,,,,,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0042,﻿church,﻿St. Romauld,English,,,,﻿Breckenridge County,,﻿Hardinsburg,,﻿KY,,,,,,,﻿joh_wathen_901,﻿Rev.,﻿C. Wathen,,,,,,,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0085,﻿church,﻿St. Lawrence,English,,,,﻿Davis County,﻿Daviess County,,,﻿KY,﻿KY,,,,,,﻿joh_wathen_901,﻿Rev.,﻿C. Wathen,,,,,,,,1839,,﻿https://ststephencathedral.org/about/,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0085,﻿station,﻿St. Lawrence,English,,,,﻿Davis County,﻿Daviess County,,,﻿KY,,,,,﻿visited by Rev. Charles Coomes,,﻿joh_wathen_901,﻿Rev.,﻿C. Wathen,,,,,,,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0072,﻿church,﻿Sacred Heart,English,,,,﻿Union County,,,,﻿KY,,,,,,,﻿eli_j_durbin_001,﻿Rev.,﻿Elisha J. Durbin,,,,,,,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0072,﻿church,﻿Sacred Heart,English,,,,﻿Union County,,,,﻿KY,,,,,,,﻿ste_ward_901,﻿Rev.,﻿Stephen Ward,,,,,,,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0073,﻿church,﻿St. Ambrose,English,,,,﻿Union County,,,,﻿KY,,,,,,,﻿eli_j_durbin_001,﻿Rev.,﻿Elisha J. Durbin,,,,,,,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0073,﻿church,﻿St. Ambrose,English,,,,﻿Union County,,,,﻿KY,,,,,,,﻿ste_ward_901,﻿Rev.,﻿Stephen Ward,,,,,,,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0080,﻿church,﻿St. Jerome's,English,,,,﻿Graves County,,,,﻿KY,,,,,,,﻿eli_j_durbin_001,﻿Rev.,﻿Elisha J. Durbin,,,,,,,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0080,﻿church,﻿St. Jerome's,English,,,,﻿Graves County,,,,﻿KY,,,,,,,﻿ste_ward_901,﻿Rev.,﻿Stephen Ward,,,,,,,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0080,﻿station,﻿St. Jerome's,English,,,,﻿Graves County,,,,﻿KY,,,,,﻿visited by Rev. Elisha J. Durbin,,﻿eli_j_durbin_001,﻿Rev.,﻿Elisha J. Durbin,,,,,,,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0080,﻿station,﻿St. Jerome's,English,,,,﻿Graves County,,,,﻿KY,,,,,﻿visited by Rev. Stephen Ward,,﻿ste_ward_901,﻿Rev.,﻿Stephen Ward,,,,,,,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0080,﻿station,﻿St. Jerome's,English,,,,﻿Graves County,,,,﻿KY,,,,,﻿visited by Rev. Elisha J. Durbin,,﻿eli_j_durbin_001,﻿Rev.,﻿Elisha J. Durbin,,,,,,,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0080,﻿station,﻿St. Jerome's,English,,,,﻿Graves County,,,,﻿KY,,,,,﻿visited by Rev. Stephen Ward,,﻿ste_ward_901,﻿Rev.,﻿Stephen Ward,,,,,,,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0080,﻿station,﻿St. Jerome's,English,,,,﻿Graves County,,,,﻿KY,,,,,﻿visited by Rev. Elisha J. Durbin,,﻿eli_j_durbin_001,﻿Rev.,﻿Elisha J. Durbin,,,,,,,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0080,﻿station,﻿St. Jerome's,English,,,,﻿Graves County,,,,﻿KY,,,,,﻿visited by Rev. Stephen Ward,,﻿ste_ward_901,﻿Rev.,﻿Stephen Ward,,,,,,,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0080,﻿station,﻿St. Jerome's,English,,,,﻿Graves County,,,,﻿KY,,,,,﻿visited by Rev. Elisha J. Durbin,,﻿eli_j_durbin_001,﻿Rev.,﻿Elisha J. Durbin,,,,,,,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0080,﻿station,﻿St. Jerome's,English,,,,﻿Graves County,,,,﻿KY,,,,,﻿visited by Rev. Stephen Ward,,﻿ste_ward_901,﻿Rev.,﻿Stephen Ward,,,,,,,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0048,﻿church,﻿Holy Cross,English,,,,﻿Marion County,,,,﻿KY,,37.672859,-85.447846,,,,﻿r_byrne_901,﻿Rev.,﻿Robert Byrne,,,,,,,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0062,﻿church,﻿St. Vincent,English,"﻿Holy Cross may be called the mother church of the diocess. Seven priests, five of whom were Trappists, had been buried in its cemetery, before the arrival of Bishop Flaget in Kentucky.",,,﻿Nelson County,,,,﻿KY,,,,,﻿attended by Rev. Robert Byrne,,﻿r_byrne_901,﻿Rev.,﻿Robert Byrne,,,,,,,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0062,﻿station,﻿St. Vincent,English,"﻿Holy Cross may be called the mother church of the diocess. Seven priests, five of whom were Trappists, had been buried in its cemetery, before the arrival of Bishop Flaget in Kentucky.",,,﻿Nelson County,,,,﻿KY,,,,,﻿attended by Rev. Robert Byrne,,﻿r_byrne_901,﻿Rev.,﻿Robert Byrne,,,,,,,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0062,﻿station,﻿St. Vincent,English,"﻿Holy Cross may be called the mother church of the diocess. Seven priests, five of whom were Trappists, had been buried in its cemetery, before the arrival of Bishop Flaget in Kentucky.",,,﻿Nelson County,,,,﻿KY,,,,,﻿attended by Rev. Robert Byrne,,﻿r_byrne_901,﻿Rev.,﻿Robert Byrne,,,,,,,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0062,﻿station,﻿St. Vincent,English,"﻿Holy Cross may be called the mother church of the diocess. Seven priests, five of whom were Trappists, had been buried in its cemetery, before the arrival of Bishop Flaget in Kentucky.",,,﻿Nelson County,,,,﻿KY,,,,,﻿attended by Rev. Robert Byrne,,﻿r_byrne_901,﻿Rev.,﻿Robert Byrne,,,,,,,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0062,﻿station,﻿St. Vincent,English,"﻿Holy Cross may be called the mother church of the diocess. Seven priests, five of whom were Trappists, had been buried in its cemetery, before the arrival of Bishop Flaget in Kentucky.",,,﻿Nelson County,,,,﻿KY,,,,,﻿attended by Rev. Robert Byrne,,﻿r_byrne_901,﻿Rev.,﻿Robert Byrne,,,,,,,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0062,﻿station,﻿St. Vincent,English,"﻿Holy Cross may be called the mother church of the diocess. Seven priests, five of whom were Trappists, had been buried in its cemetery, before the arrival of Bishop Flaget in Kentucky.",,,﻿Nelson County,,,,﻿KY,,,,,﻿attended by Rev. Robert Byrne,,﻿r_byrne_901,﻿Rev.,﻿Robert Byrne,,,,,,,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0077,﻿church,﻿St. Charles,English,,,,﻿Marion County,,,,﻿KY,,,,,,,﻿lew_petit_901,﻿Rev.,﻿Lewis Petit,﻿S.J.,,,,,,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0069,﻿church,[Unnamed Institution],English,,,,﻿Marion County,,,,﻿KY,,,,,,,﻿lew_petit_901,﻿Rev.,﻿Lewis Petit,﻿S.J.,,,,,,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0069,﻿station,[Unnamed Institution],English,,,,﻿Marion County,,,,﻿KY,,,,,"﻿visited by Rev. Lewis Petit, S.J.",,﻿lew_petit_901,﻿Rev.,﻿Lewis Petit,﻿S.J.,,,,,,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0069,﻿station,[Unnamed Institution],English,,,,﻿Marion County,,,,﻿KY,,,,,"﻿visited by Rev. Lewis Petit, S.J.",,﻿lew_petit_901,﻿Rev.,﻿Lewis Petit,﻿S.J.,,,,,,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0069,﻿station,[Unnamed Institution],English,,,,﻿Marion County,,,,﻿KY,,,,,"﻿visited by Rev. Lewis Petit, S.J.",,﻿lew_petit_901,﻿Rev.,﻿Lewis Petit,﻿S.J.,,,,,,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0052,﻿church,﻿St. Augustin's,English,,,,﻿Marion County,﻿Marion County,﻿Lebanon,﻿Lebanon,﻿KY,,37.568122,-85.251338,,,,﻿rob_a_abell_001,﻿Rev.,﻿Robt. Abell,,,,,,,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0052,﻿station,﻿St. Augustin's,English,,,,﻿Marion County,﻿Marion County,﻿Lebanon,﻿Lebanon,﻿KY,,37.568122,-85.251338,,﻿visited by Rev. Robt. Abell,,﻿rob_a_abell_001,﻿Rev.,﻿Robt. Abell,,,,,,,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0052,﻿station,﻿St. Augustin's,English,,,,﻿Marion County,﻿Marion County,﻿Lebanon,﻿Lebanon,﻿KY,,37.568122,-85.251338,,﻿visited by Rev. Robt. Abell,,﻿rob_a_abell_001,﻿Rev.,﻿Robt. Abell,,,,,,,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0052,﻿station,﻿St. Augustin's,English,,,,﻿Marion County,﻿Marion County,﻿Lebanon,﻿Lebanon,﻿KY,,37.568122,-85.251338,,﻿visited by Rev. Robt. Abell,,﻿rob_a_abell_001,﻿Rev.,﻿Robt. Abell,,,,,,,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0049,﻿church,﻿Holy Mary,English,,,,﻿Marion County,﻿Marion County,,,﻿KY,,,,,,,﻿dav_a_deparcq_901,﻿Rev.,﻿David Deparcq,,,,,,,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.9038,﻿church,﻿St. Bernard's,English,,,,﻿Adair County,,,,﻿KY,,,,,,,﻿dav_a_deparcq_901,﻿Rev.,﻿David Deparcq,,,,,,,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿cov.ky.9001,﻿church,﻿St. Patrick's,English,,,,﻿Mercer County,,﻿Danville,,﻿KY,,,,,,,﻿dav_a_deparcq_901,﻿Rev.,﻿David Deparcq,,,,,,,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿cov.ky.9001,﻿station,﻿St. Patrick's,English,,,,﻿Mercer County,,﻿Danville,,﻿KY,,,,,,,,,,,,,,,,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿cov.ky.9001,﻿station,﻿St. Patrick's,English,,,,﻿Mercer County,,﻿Danville,,﻿KY,,,,,,,,,,,,,,,,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿cov.ky.9001,﻿station,﻿St. Patrick's,English,,,,﻿Mercer County,,﻿Danville,,﻿KY,,,,,,,,,,,,,,,,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿cov.ky.9001,﻿station,﻿St. Patrick's,English,,,,﻿Mercer County,,﻿Danville,,﻿KY,,,,,,,,,,,,,,,,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿cov.ky.9001,﻿station,﻿St. Patrick's,English,,,,﻿Mercer County,,﻿Danville,,﻿KY,,,,,,,,,,,,,,,,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0089,﻿church,﻿St. Rose's,English,,,,﻿Washington County,,,,﻿KY,,37.693185,-85.262389,,,,﻿jos_t_jarboe_001,﻿Rev.,﻿Joseph Jarboe,﻿O.S.D.,,,,,,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0089,﻿station,﻿St. Rose's,English,,,,﻿Washington County,,,,﻿KY,,37.693185,-85.262389,,"﻿attended by Rev. Joseph Jarboe, O.S.D.",,﻿jos_t_jarboe_001,﻿Rev.,﻿Joseph Jarboe,﻿O.S.D.,,﻿with Rev. gentlemen of the convent,,,,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0089,﻿station,﻿St. Rose's,English,,,,﻿Washington County,,,,﻿KY,,37.693185,-85.262389,,"﻿attended by Rev. Joseph Jarboe, O.S.D.",,﻿jos_t_jarboe_001,﻿Rev.,﻿Joseph Jarboe,﻿O.S.D.,,,,,,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0089,﻿station,﻿St. Rose's,English,,,,﻿Washington County,,,,﻿KY,,37.693185,-85.262389,,"﻿attended by Rev. Joseph Jarboe, O.S.D.",,﻿jos_t_jarboe_001,﻿Rev.,﻿Joseph Jarboe,﻿O.S.D.,,,,,,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0089,﻿station,﻿St. Rose's,English,,,,﻿Washington County,,,,﻿KY,,37.693185,-85.262389,,"﻿attended by Rev. Joseph Jarboe, O.S.D.",,﻿jos_t_jarboe_001,﻿Rev.,﻿Joseph Jarboe,﻿O.S.D.,,,,,,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
﻿lou.ky.0089,﻿station,﻿St. Rose's,English,,,,﻿Washington County,,,,﻿KY,,37.693185,-85.262389,,"﻿attended by Rev. Joseph Jarboe, O.S.D.",,﻿jos_t_jarboe_001,﻿Rev.,﻿Joseph Jarboe,﻿O.S.D.,,,,,,,1839,,,,,,﻿,﻿,﻿Bardstown,Bardstown
